,timestamp,name,text,tokens,bigrams,most_probable_topic,topic_terms,topic_probability
40,[00:43:36.06],Jean,"Well the other thing- it's interesting to see if you'd agree with this you know so much was being transformed in those years and one of it was the nature of professional learning, you know when we started the traditional model of set and get was still prevalent and so no one expected ah-hah moments no one expected to really dive in as a learner they were looking for the script[Liz:uh-huh-true], and it's an interesting process to write about because it takes time and it takes time for new models of professional learning to become the norm and I would say--","['well', 'thing', 'interesting', 'see', 'agree', 'know', 'much', 'transformed', 'years', 'one', 'nature', 'professional', 'learning', 'know', 'started', 'traditional', 'model', 'set', 'get', 'still', 'prevalent', 'one', 'expected', 'ahhah', 'moments', 'one', 'expected', 'really', 'dive', 'learner', 'looking', 'script', 'interesting', 'process', 'write', 'takes', 'time', 'takes', 'time', 'new', 'models', 'professional', 'learning', 'become', 'norm', 'would', 'say']","['well', 'thing', 'interesting', 'see', 'agree', 'know', 'much', 'transformed', 'years', 'one', 'nature', 'professional_learning', 'know', 'started', 'traditional', 'model', 'set', 'get', 'still', 'prevalent', 'one', 'expected', 'ahhah', 'moments', 'one', 'expected', 'really', 'dive', 'learner', 'looking', 'script', 'interesting', 'process', 'write', 'takes', 'time', 'takes', 'time', 'new', 'models', 'professional_learning', 'become', 'norm', 'would_say']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9827255010604858
41,[00:44:29.12],Liz,OV:It's not there yet[shakes-head].,['yet'],['yet'],2,"['know', 'think', 'right', 'yeah', 'Teachers', 'one', 'time', 'would', 'teacher', 'NGSX']",0.5886610746383667
42,[00:44:31.10],Jean,We're not totally there yet in states like Connecticut where we have been working in with that state you have really outstanding some outstanding districts Ellington is one.,"['totally', 'yet', 'states', 'like', 'Connecticut', 'working', 'state', 'really', 'outstanding', 'outstanding', 'districts', 'ellington', 'one']","['totally', 'yet', 'states', 'like', 'Connecticut', 'working', 'state', 'really', 'outstanding', 'outstanding', 'districts', 'ellington', 'one']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9457497596740723
43,[00:44:50.12],Liz,"Okay I think you- I think there's probably a select few when I talked to the people who're still involved their prevailing sense is that- and these are 2 more challenges for NGSX, the assurance of high quality facilitation which you know we invested in highly that's one of the initiatives and the cost you know and that brings us our affiliation and partnership with the Conneticut science center trying to operationalize NGSX and truly make it a state-wide initiative that would be accesible to all teachers and all districts for years to come I mean that was my vision, so far the cost and the time commitment we're experiencing in NGSX have been obstacles to achieving that um and what I've heard is that when we stopped using MSP grant money to subsidize district participation in NGSX study groups that enrollment went down, districts have very tight budget they always are when are they not uh things are tighter than ever and in Connecticut maybe in other states as well there's been a shift in the political thinking about allocation of education funds lots of court cases lots of legislation about equity and who needs to get the state funds and now I think the prevalent approach is to give more money to the neediest districts and consequently less money to the more affluent districts, to give less money to the more affluent districts that doesn't assure that they're gonna be doing frameworks in science [indistinct].","['okay', 'think', 'think', 'probably', 'select', 'talked', 'people', 'still', 'involved', 'prevailing', 'sense', '2', 'challenges', 'NGSX', 'assurance', 'high', 'quality', 'facilitation', 'know', 'invested', 'highly', 'one', 'initiatives', 'cost', 'know', 'brings', 'us', 'affiliation', 'partnership', 'conneticut', 'Science', 'center', 'trying', 'operationalize', 'NGSX', 'truly', 'make', 'statewide', 'initiative', 'would', 'accesible', 'Teachers', 'districts', 'years', 'come', 'mean', 'vision', 'far', 'cost', 'time', 'commitment', 'experiencing', 'NGSX', 'obstacles', 'achieving', 'heard', 'stopped', 'using', 'msp', 'grant', 'money', 'subsidize', 'district', 'participation', 'NGSX', 'study', 'groups', 'enrollment', 'went', 'districts', 'tight', 'budget', 'always', 'things', 'tighter', 'ever', 'Connecticut', 'maybe', 'states', 'well', 'shift', 'political', 'thinking', 'allocation', 'education', 'funds', 'lots', 'court', 'cases', 'lots', 'legislation', 'equity', 'needs', 'get', 'state', 'funds', 'think', 'prevalent', 'approach', 'give', 'money', 'neediest', 'districts', 'consequently', 'less', 'money', 'affluent', 'districts', 'give', 'less', 'money', 'affluent', 'districts', 'assure', 'gon', 'na', 'frameworks', 'Science']","['okay', 'think', 'think', 'probably', 'select', 'talked', 'people', 'still', 'involved', 'prevailing_sense', '2', 'challenges', 'NGSX', 'assurance', 'high_quality', 'facilitation', 'know', 'invested', 'highly', 'one', 'initiatives', 'cost', 'know', 'brings', 'us', 'affiliation', 'partnership', 'conneticut', 'Science_center', 'trying', 'operationalize', 'NGSX', 'truly', 'make', 'statewide', 'initiative', 'would', 'accesible', 'Teachers', 'districts', 'years', 'come', 'mean', 'vision', 'far', 'cost', 'time', 'commitment', 'experiencing', 'NGSX', 'obstacles', 'achieving', 'heard', 'stopped', 'using', 'msp_grant', 'money', 'subsidize', 'district', 'participation', 'NGSX', 'study', 'groups', 'enrollment', 'went', 'districts', 'tight', 'budget', 'always', 'things', 'tighter', 'ever', 'Connecticut', 'maybe', 'states', 'well', 'shift', 'political', 'thinking', 'allocation', 'education', 'funds', 'lots', 'court', 'cases', 'lots', 'legislation', 'equity', 'needs', 'get', 'state', 'funds', 'think', 'prevalent', 'approach', 'give', 'money', 'neediest', 'districts', 'consequently', 'less', 'money', 'affluent', 'districts', 'give', 'less', 'money', 'affluent', 'districts', 'assure', 'gon_na', 'frameworks', 'Science']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.7881893515586853
44,[00:47:11.02],Jean,"No it- it doesn't and we should talk more about this but I do wanna make one point, it took us a while to realize that the expense that the districts were feeling had to do with some adding on that the Connecticut science center did so they were meeting their cost in ways that it reflected the reality that was not true it's just that total cost was coming from NGSX and as soon as we understood what was going on we shifted and we're now focused on districts only and I feel badly about having to- but I didn't feel badly about not understanding this cost situation was because we never got into the billing to states I mean not to states but to districts so that is something that you can keep in your back pocket, and I think our model now is to work with districts particularly districts where principals have been through (clans) through that NGSX pathway and they are believers and they want either their building or an assistant superintendant wants a number of buildings K through high school to be going through NGSX, that's the model of scaling up that I think we're working with right now in Connecticut and we have no more relationship with the science center.","['talk', 'wan', 'na', 'make', 'one', 'point', 'took', 'us', 'realize', 'expense', 'districts', 'feeling', 'adding', 'Connecticut', 'Science', 'center', 'meeting', 'cost', 'ways', 'reflected', 'reality', 'true', 'total', 'cost', 'coming', 'NGSX', 'soon', 'understood', 'going', 'shifted', 'focused', 'districts', 'feel', 'badly', 'feel', 'badly', 'understanding', 'cost', 'situation', 'never', 'got', 'billing', 'states', 'mean', 'states', 'districts', 'something', 'keep', 'back', 'pocket', 'think', 'model', 'work', 'districts', 'particularly', 'districts', 'principals', 'clans', 'NGSX', 'pathway', 'believers', 'want', 'either', 'building', 'assistant', 'superintendant', 'wants', 'nber', 'buildings', 'k', 'high', 'school', 'going', 'NGSX', 'model', 'scaling', 'think', 'working', 'right', 'Connecticut', 'relationship', 'Science', 'center']","['talk', 'wan_na', 'make', 'one', 'point', 'took', 'us', 'realize', 'expense', 'districts', 'feeling', 'adding', 'Connecticut', 'Science_center', 'meeting', 'cost', 'ways', 'reflected', 'reality', 'true', 'total', 'cost', 'coming', 'NGSX', 'soon', 'understood', 'going', 'shifted', 'focused', 'districts', 'feel', 'badly', 'feel', 'badly', 'understanding', 'cost', 'situation', 'never', 'got', 'billing', 'states', 'mean', 'states', 'districts', 'something', 'keep', 'back', 'pocket', 'think', 'model', 'work', 'districts', 'particularly', 'districts', 'principals', 'clans', 'NGSX', 'pathway', 'believers', 'want', 'either', 'building', 'assistant', 'superintendant', 'wants', 'nber', 'buildings', 'k', 'high_school', 'going', 'NGSX', 'model', 'scaling', 'think', 'working', 'right', 'Connecticut', 'relationship', 'Science_center']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9907436370849609
45,[00:49:17.02],Liz,Right well the MSP grant expired also. ,"['right', 'well', 'msp', 'grant', 'expired', 'also']","['right', 'well', 'msp_grant', 'expired', 'also']",2,"['know', 'think', 'right', 'yeah', 'Teachers', 'one', 'time', 'would', 'teacher', 'NGSX']",0.8783481121063232
46,[00:49:21.19],Jean,"Yeah that was part of it but um in a way we didn't- after you left we didn't deal so much with like Ron, we didn't get in we didn't have the same kind of dialogue that we had[Liz:I-know][laughters]. So um I think you know that's the way it went and I'm sorry that the reality that what the districts are being charged didn't sink in until it was probably about a year and a half but hopefully we've moved away from that and that thinking but maybe not, we would love love to get into the more urban districts in Connecticut.","['yeah', 'part', 'way', 'left', 'deal', 'much', 'like', 'ron', 'get', 'kind', 'dialogue', 'think', 'know', 'way', 'went', 'sorry', 'reality', 'districts', 'charged', 'sink', 'probably', 'year', 'half', 'hopefully', 'moved', 'away', 'thinking', 'maybe', 'would', 'love', 'love', 'get', 'urban', 'districts', 'Connecticut']","['yeah', 'part', 'way', 'left', 'deal', 'much', 'like', 'ron', 'get', 'kind', 'dialogue', 'think', 'know', 'way', 'went', 'sorry', 'reality', 'districts', 'charged', 'sink', 'probably', 'year', 'half', 'hopefully', 'moved', 'away', 'thinking', 'maybe', 'would_love', 'love', 'get', 'urban_districts', 'Connecticut']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9764541983604431
47,[00:50:17.22],Liz,"Right that's the problem and it brings us back to what was the norm for the 15 years that I was at state was that you know the few districts that are forward thinking that wanna make a move in science or STEM education and you can certainly put this under the umbrella of STEM if you really wanna do STEM(y) and integrate mathematics with science to produce you know engineered solutions you got the perfect framework to do it and STEM is popular keep that in mind if you can pitch to the high need districts because they like STEM, but back to my point is it always troubled me greatly that there were a few districts that wanted to you know allocate funds towards it and the vast majority would not and it was usually a half versus half not and I- I railed against it and I thought no we have to find a better model so that there's equal access for everybody and that's to me that's the measure you know how many of the 112 districts in the state how many of them are experiencing this kind of high quality PDs so that their kids at least would have a fighting chance of getting excited about science.","['right', 'problem', 'brings', 'us', 'back', 'norm', '15', 'years', 'state', 'know', 'districts', 'forward', 'thinking', 'wan', 'na', 'make', 'move', 'Science', 'stem', 'education', 'certainly', 'put', 'brella', 'stem', 'really', 'wan', 'na', 'stemy', 'integrate', 'mathematics', 'Science', 'produce', 'know', 'engineered', 'solutions', 'got', 'perfect', 'framework', 'stem', 'popular', 'keep', 'mind', 'pitch', 'high', 'need', 'districts', 'like', 'stem', 'back', 'point', 'always', 'troubled', 'greatly', 'districts', 'wanted', 'know', 'allocate', 'funds', 'towards', 'vast', 'majority', 'would', 'usually', 'half', 'versus', 'half', 'railed', 'thought', 'find', 'better', 'model', 'equal', 'access', 'everybody', 'measure', 'know', 'many', '112', 'districts', 'state', 'many', 'experiencing', 'kind', 'high', 'quality', 'pds', 'kids', 'least', 'would', 'fighting', 'chance', 'getting', 'excited', 'Science']","['right', 'problem', 'brings', 'us', 'back', 'norm', '15_years', 'state', 'know', 'districts', 'forward', 'thinking', 'wan_na', 'make', 'move', 'Science', 'stem', 'education', 'certainly', 'put', 'brella', 'stem', 'really', 'wan_na', 'stemy', 'integrate', 'mathematics', 'Science', 'produce', 'know', 'engineered', 'solutions', 'got', 'perfect', 'framework', 'stem', 'popular', 'keep_mind', 'pitch', 'high', 'need', 'districts', 'like', 'stem', 'back', 'point', 'always', 'troubled', 'greatly', 'districts', 'wanted', 'know', 'allocate', 'funds', 'towards', 'vast', 'majority', 'would', 'usually', 'half', 'versus', 'half', 'railed', 'thought', 'find', 'better', 'model', 'equal', 'access', 'everybody', 'measure', 'know', 'many', '112', 'districts', 'state', 'many', 'experiencing', 'kind', 'high_quality', 'pds', 'kids', 'least', 'would', 'fighting', 'chance', 'getting', 'excited', 'Science']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9918113946914673
48,[00:51:50.24],Jean,"Yeah you know this is another conversation but we would love to talk with you at some point about- we would be willing to you know bring someone on who is good at going into an urban district and understanding how to work with them how to gain their confidence how to help them to understand the process, and we're willing to adjust the fees we're willing to do a lot of things um but we have to have that spokesperson.","['yeah', 'know', 'another', 'conversation', 'would', 'love', 'talk', 'point', 'would', 'willing', 'know', 'bring', 'someone', 'good', 'going', 'urban', 'district', 'understanding', 'work', 'gain', 'confidence', 'help', 'understand', 'process', 'willing', 'adjust', 'fees', 'willing', 'lot', 'things', 'spokesperson']","['yeah', 'know', 'another', 'conversation', 'would_love', 'talk', 'point', 'would', 'willing', 'know', 'bring', 'someone', 'good', 'going', 'urban', 'district', 'understanding', 'work', 'gain', 'confidence', 'help', 'understand', 'process', 'willing', 'adjust', 'fees', 'willing', 'lot', 'things', 'spokesperson']",2,"['know', 'think', 'right', 'yeah', 'Teachers', 'one', 'time', 'would', 'teacher', 'NGSX']",0.9758947491645813
49,[00:52:39.16],Liz,"You know what you're verbalizing it speaks to one or the other questions in terms of you know this prevailing sense of what the teachers need, um it starts at the state it probably starts at the federal level it certainly did under NCLB NCLB made reading and math the king the king of the curriculum the king of the school day and pushed out everyone else, I would venture I woud propose that the whole STEM movement which turned into STEAM because we need arts too um was in response to saying hey hey you know what science and arts and recess and soci- they all need a place in the curriculum also you know we have to teach other things as well, so at the state level I as the science leader was always in competition with leaders who are in (English) language arts mathematics in technical education so you have this small group of the leadership on this map if you will of where the decision-making happens and where the policy happens and they're competing among themselves and there're often conversations do you think it's more important for kids to do science experiments and for them to be able to read they have to be able to read don't they, so there's some linear thinking that goes on first we have to teach them to read and then we have to teach them to do math and then maybe if there's leftover time then they can learn some science and social studies we're gonna squeeze it in one day a week, so the sense that they could learn to read and do math and calculate and write in the context of doing science or social studies or the arts is not yet embedded anywhere the sense that that's what motivates kids and excites kids you could teach them reading you could teach them decoding you could teach them how to write a decent paragraph if they're writing about the air pressure in the bottle, but that level of thinking does not permeate the system so there's always a tension between who wants to spend time on science verus reading and math are really more important and we all know that, when we go into the high need districts Maggie this gets back to your equity question this is in my mind the reason why why the very kids who could benefit in terms of careers after highschool or college that are STEM-related that requires some STEM literacy those kids that could benefit from good jobs if they stuck with a science pathway don't get exposed to it and then the science that they do get exposed to is in many ways off-putting it's a turnoff, and I had many teachers friends who taught in urban districts who knew that I was the state science leader who would say to me at the gym you know I don't do science I would turn to them and say you can't say that to me I'm the state science leader don't you know that[laughs], I don't do science and when I do how do we do it we read it out of a textbook and so oh my gosh I would make classroom observation--","['know', 'verbalizing', 'speaks', 'one', 'questions', 'terms', 'know', 'prevailing', 'sense', 'Teachers', 'need', 'starts', 'state', 'probably', 'starts', 'federal', 'level', 'certainly', 'nclb', 'nclb', 'made', 'reading', 'math', 'king', 'king', 'curricul', 'king', 'school', 'day', 'pushed', 'everyone', 'else', 'would', 'venture', 'woud', 'propose', 'whole', 'stem', 'movement', 'turned', 'steam', 'need', 'arts', 'response', 'saying', 'hey', 'hey', 'know', 'Science', 'arts', 'recess', 'soci', 'need', 'place', 'curricul', 'also', 'know', 'teach', 'things', 'well', 'state', 'level', 'Science', 'leader', 'always', 'competition', 'leaders', 'english', 'language', 'arts', 'mathematics', 'technical', 'education', 'small', 'group', 'leadership', 'map', 'decisionmaking', 'happens', 'policy', 'happens', 'competing', 'among', 'often', 'conversations', 'think', 'important', 'kids', 'Science', 'experiments', 'able', 'read', 'able', 'read', 'linear', 'thinking', 'goes', 'first', 'teach', 'read', 'teach', 'math', 'maybe', 'leftover', 'time', 'learn', 'Science', 'social', 'studies', 'gon', 'na', 'squeeze', 'one', 'day', 'week', 'sense', 'could', 'learn', 'read', 'math', 'calculate', 'write', 'context', 'Science', 'social', 'studies', 'arts', 'yet', 'embedded', 'anywhere', 'sense', 'motivates', 'kids', 'excites', 'kids', 'could', 'teach', 'reading', 'could', 'teach', 'decoding', 'could', 'teach', 'write', 'decent', 'paragraph', 'writing', 'air', 'pressure', 'bottle', 'level', 'thinking', 'permeate', 'system', 'always', 'tension', 'wants', 'spend', 'time', 'Science', 'verus', 'reading', 'math', 'really', 'important', 'know', 'go', 'high', 'need', 'districts', 'maggie', 'gets', 'back', 'equity', 'question', 'mind', 'reason', 'kids', 'could', 'benefit', 'terms', 'careers', 'highschool', 'college', 'stemrelated', 'requires', 'stem', 'literacy', 'kids', 'could', 'benefit', 'good', 'jobs', 'stuck', 'Science', 'pathway', 'get', 'exposed', 'Science', 'get', 'exposed', 'many', 'ways', 'offputting', 'turnoff', 'many', 'Teachers', 'friends', 'taught', 'urban', 'districts', 'knew', 'state', 'Science', 'leader', 'would', 'say', 'gym', 'know', 'Science', 'would', 'turn', 'say', 'ca', 'say', 'state', 'Science', 'leader', 'know', 'Science', 'read', 'textbook', 'oh', 'gosh', 'would', 'make', 'classroom', 'observation']","['know', 'verbalizing', 'speaks', 'one', 'questions', 'terms', 'know', 'prevailing_sense', 'Teachers', 'need', 'starts', 'state', 'probably', 'starts', 'federal', 'level', 'certainly', 'nclb', 'nclb', 'made', 'reading', 'math', 'king', 'king', 'curricul', 'king', 'school', 'day', 'pushed', 'everyone', 'else', 'would', 'venture', 'woud', 'propose', 'whole', 'stem', 'movement', 'turned', 'steam', 'need', 'arts', 'response', 'saying', 'hey', 'hey', 'know', 'Science', 'arts', 'recess', 'soci', 'need', 'place', 'curricul', 'also', 'know', 'teach', 'things', 'well', 'state', 'level', 'Science_leader', 'always', 'competition', 'leaders', 'english', 'language', 'arts', 'mathematics', 'technical', 'education', 'small', 'group', 'leadership', 'map', 'decisionmaking', 'happens', 'policy', 'happens', 'competing', 'among', 'often', 'conversations', 'think', 'important', 'kids', 'Science', 'experiments', 'able', 'read', 'able', 'read', 'linear', 'thinking', 'goes', 'first', 'teach', 'read', 'teach', 'math', 'maybe', 'leftover', 'time', 'learn', 'Science', 'social', 'studies', 'gon_na', 'squeeze', 'one', 'day', 'week', 'sense', 'could', 'learn', 'read', 'math', 'calculate', 'write', 'context', 'Science', 'social', 'studies', 'arts', 'yet', 'embedded', 'anywhere', 'sense', 'motivates', 'kids', 'excites', 'kids_could', 'teach', 'reading', 'could_teach', 'decoding', 'could_teach', 'write', 'decent', 'paragraph', 'writing', 'air_pressure', 'bottle', 'level', 'thinking', 'permeate', 'system', 'always', 'tension', 'wants', 'spend', 'time', 'Science', 'verus', 'reading', 'math', 'really', 'important', 'know', 'go', 'high', 'need', 'districts', 'maggie', 'gets', 'back', 'equity', 'question', 'mind', 'reason', 'kids_could', 'benefit', 'terms', 'careers', 'highschool', 'college', 'stemrelated', 'requires', 'stem', 'literacy', 'kids_could', 'benefit', 'good', 'jobs', 'stuck', 'Science', 'pathway', 'get', 'exposed', 'Science', 'get', 'exposed', 'many_ways', 'offputting', 'turnoff', 'many', 'Teachers', 'friends', 'taught', 'urban_districts', 'knew', 'state', 'Science_leader', 'would_say', 'gym', 'know', 'Science', 'would', 'turn', 'say', 'ca', 'say', 'state', 'Science_leader', 'know', 'Science', 'read', 'textbook', 'oh_gosh', 'would', 'make', 'classroom', 'observation']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9965134263038635
50,[00:56:32.20],Jean,OV:Well it's- a lot of them is so resource-driven because it's a feeling that I won't get my share of the clock and.,"['well', 'lot', 'resourcedriven', 'feeling', 'wo', 'get', 'share', 'clock']","['well', 'lot', 'resourcedriven', 'feeling', 'wo', 'get', 'share', 'clock']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9213911890983582
51,[00:56:41.10],Liz,"Well so in the urban districts science is most often taught as reading to kids who are poor readers now if you're a poor reader would you love science I wouldn't, so yes it's critically important that NGSX and the framework reach those kids first it has to reach those teachers and figuring out how to integrate it within the day so that none of these subject areas is (for) changed, it's a huge challenge it's a big sales pitch. I'd be happy to brainstorm with you.","['well', 'urban', 'districts', 'Science', 'often', 'taught', 'reading', 'kids', 'poor', 'readers', 'poor', 'reader', 'would', 'love', 'Science', 'would', 'yes', 'critically', 'important', 'NGSX', 'framework', 'reach', 'kids', 'first', 'reach', 'Teachers', 'figuring', 'integrate', 'within', 'day', 'none', 'subject', 'areas', 'changed', 'huge', 'challenge', 'big', 'sales', 'pitch', 'happy', 'brainstorm']","['well', 'urban_districts', 'Science', 'often', 'taught', 'reading', 'kids', 'poor', 'readers', 'poor', 'reader', 'would_love', 'Science', 'would', 'yes', 'critically', 'important', 'NGSX', 'framework', 'reach', 'kids', 'first', 'reach', 'Teachers', 'figuring', 'integrate', 'within', 'day', 'none', 'subject', 'areas', 'changed', 'huge', 'challenge', 'big', 'sales', 'pitch', 'happy', 'brainstorm']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9821078777313232
52,[00:57:21.14],Jean,"Well Liz I know, I think we both share all three of us this passionate concern around equity in science and equity in general but if you ever run across an individual that you think would be a good fit with our group who knows those urban administrators and the urban needs in Connecticut happy to talk and see what might be possible and you know obviously a paid position so.","['well', 'liz', 'know', 'think', 'share', 'three', 'us', 'passionate', 'concern', 'around', 'equity', 'Science', 'equity', 'general', 'ever', 'run', 'across', 'individual', 'think', 'would', 'good', 'fit', 'group', 'knows', 'urban', 'administrators', 'urban', 'needs', 'Connecticut', 'happy', 'talk', 'see', 'might', 'possible', 'know', 'obviously', 'paid', 'position']","['well', 'liz', 'know', 'think', 'share', 'three', 'us', 'passionate', 'concern', 'around', 'equity', 'Science', 'equity', 'general', 'ever', 'run', 'across', 'individual', 'think', 'would', 'good', 'fit', 'group', 'knows', 'urban', 'administrators', 'urban', 'needs', 'Connecticut', 'happy', 'talk', 'see', 'might', 'possible', 'know', 'obviously', 'paid', 'position']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9801197052001953
53,[00:58:01.00],Liz,"Uh huh we'll keep it in mind, it's a continuing challenge especially given what you're telling me about your current work with the select districts that want to commit to this and devote, the challenge to high quality PD is always the cost and the time the release time we face it all the time when we're gonna do it they don't want to release from the classroom they don't want to stay after school they don't wanna give up their summer we just need osmosis through your headphones on pillow at night um, but when the teachers do participate in that kind of professional development that's meaningful and transformational they love it they love it.","['huh', 'keep', 'mind', 'continuing', 'challenge', 'especially', 'given', 'telling', 'current', 'work', 'select', 'districts', 'want', 'commit', 'devote', 'challenge', 'high', 'quality', 'pd', 'always', 'cost', 'time', 'release', 'time', 'face', 'time', 'gon', 'na', 'want', 'release', 'classroom', 'want', 'stay', 'school', 'wan', 'na', 'give', 'smer', 'need', 'osmosis', 'headphones', 'pillow', 'night', 'Teachers', 'participate', 'kind', 'professional', 'development', 'meaningful', 'transformational', 'love', 'love']","['huh', 'keep_mind', 'continuing', 'challenge', 'especially', 'given', 'telling', 'current', 'work', 'select', 'districts', 'want', 'commit', 'devote', 'challenge', 'high_quality', 'pd', 'always', 'cost', 'time', 'release', 'time', 'face', 'time', 'gon_na', 'want', 'release', 'classroom', 'want', 'stay', 'school', 'wan_na', 'give', 'smer', 'need', 'osmosis', 'headphones', 'pillow', 'night', 'Teachers', 'participate', 'kind', 'professional_development', 'meaningful', 'transformational', 'love', 'love']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9842944145202637
54,[00:58:47.00],Jean,"Yeah they do and sometimes it's just word of mouth, we still have a lot of activity in Connecticut and um the roots that were sown amongst some very good people, it's- it's [indistinct] and so in a sense that the scaling from one interpretation has been very successful in that there's been scaling in particular districts to where you know I think it was in Ellington when the former assistant super said I want every teacher in this district to go through NSGX, how I'd love to hear that coming out of Hartford. ","['yeah', 'sometimes', 'word', 'mouth', 'still', 'lot', 'activity', 'Connecticut', 'roots', 'sown', 'amongst', 'good', 'people', 'sense', 'scaling', 'one', 'interpretation', 'successful', 'scaling', 'particular', 'districts', 'know', 'think', 'ellington', 'former', 'assistant', 'super', 'said', 'want', 'every', 'teacher', 'district', 'go', 'nsgx', 'love', 'hear', 'coming', 'hartford']","['yeah', 'sometimes', 'word', 'mouth', 'still', 'lot', 'activity', 'Connecticut', 'roots', 'sown', 'amongst', 'good', 'people', 'sense', 'scaling', 'one', 'interpretation', 'successful', 'scaling', 'particular', 'districts', 'know', 'think', 'ellington', 'former', 'assistant', 'super', 'said', 'want', 'every', 'teacher', 'district', 'go', 'nsgx', 'love', 'hear', 'coming', 'hartford']",2,"['know', 'think', 'right', 'yeah', 'Teachers', 'one', 'time', 'would', 'teacher', 'NGSX']",0.9810035824775696
55,[00:59:41.26],Liz,"Maggie do you have follow up questions about the equity issue, are there specific things that you wanna discuss?","['maggie', 'follow', 'questions', 'equity', 'issue', 'specific', 'things', 'wan', 'na', 'discuss']","['maggie', 'follow', 'questions', 'equity', 'issue', 'specific', 'things', 'wan_na', 'discuss']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9237310290336609
56,[00:59:54.06],Maggie,Um not at the moment I do wanna be mindful of time I have to hop off relatively soon.,"['moment', 'wan', 'na', 'mindful', 'time', 'hop', 'relatively', 'soon']","['moment', 'wan_na', 'mindful', 'time', 'hop', 'relatively', 'soon']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9075003862380981
57,[01:00:03.01],Jean,"Yeah we need to wind it up, you know what maybe Liz the best way to leave this there's a lot of terrain to cover but we've taken big pieces and this's been very very very helpful, so I think Maggie and I will scrub the transcript here and see if we have holes and if you don't mind we could just hop back on again at some point.","['yeah', 'need', 'wind', 'know', 'maybe', 'liz', 'best', 'way', 'leave', 'lot', 'terrain', 'cover', 'taken', 'big', 'pieces', 'helpful', 'think', 'maggie', 'scrub', 'transcript', 'see', 'holes', 'mind', 'could', 'hop', 'back', 'point']","['yeah', 'need', 'wind', 'know', 'maybe', 'liz', 'best', 'way', 'leave', 'lot', 'terrain', 'cover', 'taken', 'big', 'pieces', 'helpful', 'think', 'maggie', 'scrub', 'transcript', 'see', 'holes', 'mind', 'could', 'hop', 'back', 'point']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9716793298721313
58,[01:00:30.28],Liz,"I'd be happy to do that as long as- it's all in the forefront of my mind now, another idea is if it would be helpful since I did write some notes for myself that I didn't wind up referring to here but I could email you my notes if that would help.","['happy', 'long', 'forefront', 'mind', 'another', 'idea', 'would', 'helpful', 'since', 'write', 'notes', 'wind', 'referring', 'could', 'email', 'notes', 'would', 'help']","['happy', 'long', 'forefront', 'mind', 'another', 'idea', 'would', 'helpful', 'since', 'write', 'notes', 'wind', 'referring', 'could', 'email', 'notes', 'would', 'help']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9616299867630005
59,[01:00:48.00],Jean,Oh that would be marvelous. Just send them to me and we'll put them in with all the other things we're- so and when we get a draft of the paper we'll send it to you so you can read the parts that we're drawing on now as we set the kind of context uh in Connecticut for the way in which NGSX situated itself into a statewide project.,"['oh', 'would', 'marvelous', 'send', 'put', 'things', 'get', 'draft', 'paper', 'send', 'read', 'parts', 'drawing', 'set', 'kind', 'context', 'Connecticut', 'way', 'NGSX', 'situated', 'statewide', 'project']","['oh', 'would', 'marvelous', 'send', 'put', 'things', 'get', 'draft', 'paper', 'send', 'read', 'parts', 'drawing', 'set', 'kind', 'context', 'Connecticut', 'way', 'NGSX', 'situated', 'statewide', 'project']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9668853878974915
